codec,dataset,column,N,raw_bytes,compressed_bytes,ratio,encode_ms,decode_ms,encode_mbs,decode_mbs,max_error,query_mean_us,query_ds_us,query_gorilla_us,query_lz4_us,query_zstd_us,query_min_us,query_max_us,query_sum_us,query_count_us,query_var_us,query_where_us,query_value_at_us,query_scan_us
zstd-3,noaa_gsod,MAX,10328,82624,16137,5.1202,0.1687,0.0857,489.87,964.48,0.000000,0.00,0.00,0.00,0.00,85.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,noaa_gsod,MIN,10328,82624,32260,2.5612,0.4127,0.0540,200.22,1530.07,0.010000,0.00,8.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,18.90,3.80,7.00
gorilla,noaa_gsod,MIN,10328,82624,60676,1.3617,0.5943,0.0190,139.02,4348.63,0.000000,0.00,0.00,18.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,noaa_gsod,MIN,10328,82624,28782,2.8707,0.0867,0.0200,953.35,4131.20,0.000000,0.00,0.00,0.00,19.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,noaa_gsod,MIN,10328,82624,15940,5.1834,0.1563,0.0817,528.51,1011.72,0.000000,0.00,0.00,0.00,0.00,75.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,noaa_gsod,PRCP,10328,82624,32261,2.5611,0.4050,0.0507,204.01,1630.74,0.010000,0.00,10.20,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,36.20,4.20,16.90
gorilla,noaa_gsod,PRCP,10328,82624,33639,2.4562,0.4860,0.1787,170.01,462.45,0.000000,0.00,0.00,164.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,noaa_gsod,PRCP,10328,82624,14900,5.5452,0.0603,0.0203,1369.46,4063.48,0.000000,0.00,0.00,0.00,15.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,noaa_gsod,PRCP,10328,82624,7617,10.8473,0.1053,0.0497,784.41,1663.57,0.000000,0.00,0.00,0.00,0.00,38.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Global_active_power,500000,4000000,1553260,2.5752,6.8907,0.0783,580.50,51063.83,0.010000,0.50,341.00,0.00,0.00,0.00,0.30,0.30,0.40,0.10,12.00,885.40,3.10,11.60
gorilla,household_power_consumption,Global_active_power,500000,4000000,3194313,1.2522,67.5070,15.7523,59.25,253.93,0.000000,0.00,0.00,15414.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Global_active_power,500000,4000000,1459266,2.7411,5.5643,1.0380,718.86,3853.56,0.000000,0.00,0.00,0.00,1047.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Global_active_power,500000,4000000,785907,5.0897,9.0943,3.4770,439.83,1150.42,0.000000,0.00,0.00,0.00,0.00,3504.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Global_reactive_power,500000,4000000,1553262,2.5752,6.3710,0.0667,627.84,60000.00,0.010000,0.50,341.90,0.00,0.00,0.00,0.20,0.30,0.40,0.20,12.70,1153.40,3.00,11.20
gorilla,household_power_consumption,Global_reactive_power,500000,4000000,2354620,1.6988,48.1690,11.6560,83.04,343.17,0.000000,0.00,0.00,11655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Global_reactive_power,500000,4000000,1078407,3.7092,3.8930,0.9980,1027.49,4008.02,0.000000,0.00,0.00,0.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Global_reactive_power,500000,4000000,520164,7.6899,6.2110,3.0127,644.02,1327.73,0.000000,0.00,0.00,0.00,0.00,3008.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Voltage,500000,4000000,1553248,2.5752,6.3733,0.0630,627.62,63492.06,0.010000,0.40,341.90,0.00,0.00,0.00,0.30,0.20,0.40,0.10,9.10,896.10,2.90,11.10
gorilla,household_power_consumption,Voltage,500000,4000000,3194328,1.2522,46.0207,15.0927,86.92,265.03,0.000000,0.00,0.00,15054.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Voltage,500000,4000000,1790905,2.2335,6.3307,1.0517,631.84,3803.49,0.000000,0.00,0.00,0.00,1057.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Voltage,500000,4000000,1039032,3.8497,10.7540,3.4400,371.95,1162.79,0.000000,0.00,0.00,0.00,0.00,3445.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Global_intensity,500000,4000000,1417835,2.8212,6.3017,0.0610,634.75,65573.77,0.010000,0.40,361.90,0.00,0.00,0.00,0.30,0.20,0.40,0.20,8.70,909.30,3.40,12.20
gorilla,household_power_consumption,Global_intensity,500000,4000000,1516207,2.6382,14.6207,7.7400,273.59,516.80,0.000000,0.00,0.00,7712.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Global_intensity,500000,4000000,756414,5.2881,2.7610,1.0147,1448.75,3942.18,0.000000,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Global_intensity,500000,4000000,377626,10.5925,5.0563,2.7227,791.09,1469.15,0.000000,0.00,0.00,0.00,0.00,2610.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Sub_metering_1,500000,4000000,623955,6.4107,5.1163,0.0647,781.81,61855.67,0.010000,0.40,221.80,0.00,0.00,0.00,0.30,0.20,0.50,0.10,2862.60,870.80,1.80,9.20
gorilla,household_power_consumption,Sub_metering_1,500000,4000000,116232,34.4139,1.1470,0.7523,3487.36,5316.79,0.000000,0.00,0.00,605.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Sub_metering_1,500000,4000000,83684,47.7989,0.4827,0.4207,8287.29,9508.72,0.000000,0.00,0.00,0.00,282.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Sub_metering_1,500000,4000000,38871,102.9045,1.0590,1.4507,3777.15,2757.35,0.000000,0.00,0.00,0.00,0.00,1269.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Sub_metering_2,500000,4000000,829660,4.8213,6.5800,0.0650,607.90,61538.46,0.010000,0.40,535.00,0.00,0.00,0.00,0.30,0.20,0.40,0.20,2999.60,1182.30,1.30,9.40
gorilla,household_power_consumption,Sub_metering_2,500000,4000000,246396,16.2340,2.4417,1.4213,1638.23,2814.26,0.000000,0.00,0.00,1417.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Sub_metering_2,500000,4000000,228951,17.4710,1.1820,0.5627,3384.09,7109.00,0.000000,0.00,0.00,0.00,455.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Sub_metering_2,500000,4000000,114950,34.7977,2.3803,1.3150,1680.44,3041.83,0.000000,0.00,0.00,0.00,0.00,1427.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,household_power_consumption,Sub_metering_3,500000,4000000,741392,5.3953,6.1517,0.0710,650.23,56338.03,0.010000,0.50,501.90,0.00,0.00,0.00,0.30,0.20,0.40,0.20,3045.90,1087.60,2.90,10.40
gorilla,household_power_consumption,Sub_metering_3,500000,4000000,240187,16.6537,1.9210,1.2863,2082.25,3109.61,0.000000,0.00,0.00,1360.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,household_power_consumption,Sub_metering_3,500000,4000000,191071,20.9346,0.8390,0.4427,4767.58,9036.14,0.000000,0.00,0.00,0.00,449.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,household_power_consumption,Sub_metering_3,500000,4000000,60336,66.2954,2.0163,1.1340,1983.80,3527.34,0.000000,0.00,0.00,0.00,0.00,1174.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,metro_traffic,temp,48204,385632,158049,2.4400,1.0380,0.0537,371.51,7185.69,0.010000,0.10,35.20,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.90,84.30,7.50,7.50
gorilla,metro_traffic,temp,48204,385632,267950,1.4392,4.1093,1.2760,93.84,302.22,0.000000,0.00,0.00,1283.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,metro_traffic,temp,48204,385632,169687,2.2726,0.5197,0.1517,742.08,2542.63,0.000000,0.00,0.00,0.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,metro_traffic,temp,48204,385632,102820,3.7506,1.0510,0.3420,366.92,1127.58,0.000000,0.00,0.00,0.00,0.00,330.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,metro_traffic,rain_1h,48204,385632,179471,2.1487,0.9277,0.0537,415.70,7185.69,0.010000,0.10,16.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,158.70,71.90,4.90,5.90
gorilla,metro_traffic,rain_1h,48204,385632,24161,15.9609,0.2660,0.1293,1449.74,2981.69,0.000000,0.00,0.00,120.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,metro_traffic,rain_1h,48204,385632,12910,29.8708,0.0557,0.0273,6927.52,14108.49,0.000000,0.00,0.00,0.00,23.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,metro_traffic,rain_1h,48204,385632,6926,55.6789,0.1237,0.1090,3118.32,3537.91,0.000000,0.00,0.00,0.00,0.00,99.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,metro_traffic,snow_1h,48204,385632,53167,7.2532,0.7577,0.0663,508.97,5813.55,0.010000,0.10,11.80,0.00,0.00,0.00,0.10,0.00,0.00,0.10,240.30,66.20,4.90,5.40
gorilla,metro_traffic,snow_1h,48204,385632,6322,60.9984,0.0323,0.0273,11926.76,14108.49,0.000000,0.00,0.00,29.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,metro_traffic,snow_1h,48204,385632,1728,223.1667,0.0190,0.0493,20296.42,7816.86,0.000000,0.00,0.00,0.00,45.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,metro_traffic,snow_1h,48204,385632,222,1737.0811,0.0480,0.0767,8034.00,5029.98,0.000000,0.00,0.00,0.00,0.00,71.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,metro_traffic,clouds_all,48204,385632,81882,4.7096,1.1710,0.1160,329.32,3324.41,0.010000,0.10,103.80,0.00,0.00,0.00,0.00,0.10,0.00,0.00,353.00,165.10,8.40,8.30
gorilla,metro_traffic,clouds_all,48204,385632,36482,10.5705,0.4620,0.2663,834.70,1447.93,0.000000,0.00,0.00,290.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,metro_traffic,clouds_all,48204,385632,57134,6.7496,0.2267,0.0827,1701.32,4664.90,0.000000,0.00,0.00,0.00,76.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,metro_traffic,clouds_all,48204,385632,25158,15.3284,0.3927,0.2087,982.08,1848.08,0.000000,0.00,0.00,0.00,0.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,metro_traffic,traffic_volume,48204,385632,149869,2.5731,1.0753,0.0557,358.62,6927.52,0.010000,0.10,38.40,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.80,83.40,7.10,8.10
gorilla,metro_traffic,traffic_volume,48204,385632,90086,4.2807,2.3203,0.6743,166.20,571.87,0.000000,0.00,0.00,475.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,metro_traffic,traffic_volume,48204,385632,166728,2.3129,0.5490,0.1263,702.43,3052.50,0.000000,0.00,0.00,0.00,111.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,metro_traffic,traffic_volume,48204,385632,98524,3.9141,1.4083,0.3957,273.82,974.64,0.000000,0.00,0.00,0.00,0.00,395.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"p (mbar)",420551,3364408,980105,3.4327,5.6373,0.1033,596.81,32558.79,0.010000,0.50,339.50,0.00,0.00,0.00,0.20,0.30,0.30,0.20,10.80,824.40,4.70,9.90
gorilla,jena_climate_2009_2016,"p (mbar)",420551,3364408,2543459,1.3228,34.5483,12.2833,97.38,273.90,0.000000,0.00,0.00,12102.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"p (mbar)",420551,3364408,1413765,2.3798,5.2387,0.8990,642.23,3742.39,0.000000,0.00,0.00,0.00,911.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"p (mbar)",420551,3364408,837227,4.0185,9.4897,3.3537,354.53,1003.20,0.000000,0.00,0.00,0.00,0.00,3211.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"T (degC)",420551,3364408,1285893,2.6164,5.7743,0.0703,582.65,47835.18,0.010000,0.40,302.60,0.00,0.00,0.00,0.20,0.30,0.80,0.20,12.90,782.80,4.60,10.70
gorilla,jena_climate_2009_2016,"T (degC)",420551,3364408,3325987,1.0116,43.6410,0.0000,77.09,inf,0.000000,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"T (degC)",420551,3364408,1615090,2.0831,6.1157,0.8977,550.13,3747.95,0.000000,0.00,0.00,0.00,952.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"T (degC)",420551,3364408,873129,3.8533,9.5933,3.0280,350.70,1111.10,0.000000,0.00,0.00,0.00,0.00,3072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"Tpot (K)",420551,3364408,1285893,2.6164,5.5037,0.1637,611.30,20556.46,0.010000,0.40,318.70,0.00,0.00,0.00,0.30,0.20,0.40,0.10,10.80,768.60,4.20,7.70
gorilla,jena_climate_2009_2016,"Tpot (K)",420551,3364408,2790696,1.2056,39.2283,13.9567,85.76,241.06,0.000000,0.00,0.00,15413.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"Tpot (K)",420551,3364408,1499348,2.2439,8.7970,1.1983,382.45,2807.57,0.000000,0.00,0.00,0.00,1162.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"Tpot (K)",420551,3364408,887199,3.7922,13.4407,3.3553,250.32,1002.70,0.000000,0.00,0.00,0.00,0.00,3161.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"Tdew (degC)",420551,3364408,1250378,2.6907,5.5597,0.0650,605.15,51760.12,0.010000,0.40,299.80,0.00,0.00,0.00,0.20,0.20,0.30,0.10,9.40,803.00,4.20,7.70
gorilla,jena_climate_2009_2016,"Tdew (degC)",420551,3364408,3323398,1.0123,41.3097,0.0000,81.44,inf,0.000000,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"Tdew (degC)",420551,3364408,1526299,2.2043,5.8127,1.0670,578.81,3153.15,0.000000,0.00,0.00,0.00,975.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"Tdew (degC)",420551,3364408,810724,4.1499,8.8227,3.1760,381.34,1059.32,0.000000,0.00,0.00,0.00,0.00,3082.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"rh (%)",420551,3364408,1306366,2.5754,5.7507,0.0643,585.05,52296.50,0.010000,0.40,296.00,0.00,0.00,0.00,0.20,0.20,1.00,0.10,10.00,797.10,4.70,7.70
gorilla,jena_climate_2009_2016,"rh (%)",420551,3364408,2801108,1.2011,35.4743,13.6747,94.84,246.03,0.000000,0.00,0.00,13563.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"rh (%)",420551,3364408,1514680,2.2212,5.8860,1.0150,571.59,3314.69,0.000000,0.00,0.00,0.00,969.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"rh (%)",420551,3364408,900878,3.7346,10.1610,3.2110,331.11,1047.78,0.000000,0.00,0.00,0.00,0.00,3160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"VPmax (mbar)",420551,3364408,1216282,2.7661,5.5537,0.0747,605.80,45059.04,0.010000,0.80,351.80,0.00,0.00,0.00,0.20,0.30,0.30,0.20,30.90,800.40,4.70,9.80
gorilla,jena_climate_2009_2016,"VPmax (mbar)",420551,3364408,3205732,1.0495,38.6413,14.8627,87.07,226.37,0.000000,0.00,0.00,14832.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"VPmax (mbar)",420551,3364408,1579723,2.1297,5.4687,0.8680,615.22,3876.05,0.000000,0.00,0.00,0.00,865.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"VPmax (mbar)",420551,3364408,824658,4.0798,8.1763,2.9300,411.48,1148.26,0.000000,0.00,0.00,0.00,0.00,3024.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"VPact (mbar)",420551,3364408,1119339,3.0057,8.0410,0.0600,418.41,56073.47,0.010000,0.40,306.60,0.00,0.00,0.00,0.20,0.20,0.40,0.10,6.50,758.00,4.70,8.10
gorilla,jena_climate_2009_2016,"VPact (mbar)",420551,3364408,3159318,1.0649,37.6610,15.3003,89.33,219.89,0.000000,0.00,0.00,14978.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"VPact (mbar)",420551,3364408,1451946,2.3172,5.2643,0.9153,639.09,3675.61,0.000000,0.00,0.00,0.00,868.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"VPact (mbar)",420551,3364408,732438,4.5934,7.4203,3.0243,453.40,1112.45,0.000000,0.00,0.00,0.00,0.00,3052.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"VPdef (mbar)",420551,3364408,1205334,2.7913,5.1820,0.0617,649.25,54557.97,0.010000,0.40,297.80,0.00,0.00,0.00,0.20,0.30,0.30,0.10,7.30,736.50,4.20,7.70
gorilla,jena_climate_2009_2016,"VPdef (mbar)",420551,3364408,3146459,1.0693,37.6527,15.3097,89.35,219.76,0.000000,0.00,0.00,15515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"VPdef (mbar)",420551,3364408,1460031,2.3043,4.9220,0.8703,683.54,3865.65,0.000000,0.00,0.00,0.00,858.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"VPdef (mbar)",420551,3364408,759628,4.4290,7.7333,3.0047,435.05,1119.73,0.000000,0.00,0.00,0.00,0.00,3038.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"sh (g/kg)",420551,3364408,1016961,3.3083,5.0283,0.0617,669.09,54557.97,0.010000,0.40,315.60,0.00,0.00,0.00,0.20,0.30,0.30,0.20,6.40,752.80,4.60,8.10
gorilla,jena_climate_2009_2016,"sh (g/kg)",420551,3364408,3022035,1.1133,33.9140,14.0513,99.20,239.44,0.000000,0.00,0.00,14040.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"sh (g/kg)",420551,3364408,1332396,2.5251,4.6373,0.8617,725.50,3904.54,0.000000,0.00,0.00,0.00,865.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"sh (g/kg)",420551,3364408,652053,5.1597,6.7800,2.9777,496.23,1129.88,0.000000,0.00,0.00,0.00,0.00,2994.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"H2OC (mmol/mol)",420551,3364408,1127532,2.9839,6.1453,0.0593,547.47,56703.50,0.010000,0.40,305.60,0.00,0.00,0.00,0.20,0.20,0.40,0.10,8.60,743.10,4.60,8.10
gorilla,jena_climate_2009_2016,"H2OC (mmol/mol)",420551,3364408,3162614,1.0638,36.2717,14.6137,92.76,230.22,0.000000,0.00,0.00,15641.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"H2OC (mmol/mol)",420551,3364408,1454373,2.3133,5.2377,0.8597,642.35,3913.62,0.000000,0.00,0.00,0.00,861.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"H2OC (mmol/mol)",420551,3364408,735400,4.5749,7.4380,2.9913,452.33,1124.72,0.000000,0.00,0.00,0.00,0.00,2950.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"rho (g/m**3)",420551,3364408,1306372,2.5754,5.2083,0.0643,645.97,52296.50,0.010000,0.30,284.60,0.00,0.00,0.00,0.30,0.20,0.30,0.20,6.90,721.80,4.10,7.60
gorilla,jena_climate_2009_2016,"rho (g/m**3)",420551,3364408,2767673,1.2156,38.6090,12.6383,87.14,266.21,0.000000,0.00,0.00,12630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"rho (g/m**3)",420551,3364408,1577950,2.1321,4.5750,0.8643,735.39,3892.49,0.000000,0.00,0.00,0.00,861.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"rho (g/m**3)",420551,3364408,1073520,3.1340,11.4853,2.8583,292.93,1177.05,0.000000,0.00,0.00,0.00,0.00,2859.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"wv (m/s)",420551,3364408,1314558,2.5593,5.1113,0.0593,658.23,56703.50,0.010000,0.30,288.80,0.00,0.00,0.00,0.20,0.20,0.30,0.10,7.80,718.30,5.10,7.90
lz4,jena_climate_2009_2016,"wv (m/s)",420551,3364408,1508891,2.2297,4.6960,0.8650,716.44,3889.49,0.000000,0.00,0.00,0.00,866.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"wv (m/s)",420551,3364408,769164,4.3741,7.5223,2.8933,447.26,1162.81,0.000000,0.00,0.00,0.00,0.00,2910.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"max. wv (m/s)",420551,3364408,1314563,2.5593,10.1047,0.0673,332.96,49966.46,0.010000,0.40,286.50,0.00,0.00,0.00,0.30,0.20,0.40,0.10,7.70,736.00,4.20,7.60
gorilla,jena_climate_2009_2016,"max. wv (m/s)",420551,3364408,3330710,1.0101,40.2650,12.6307,83.56,266.37,0.000000,0.00,0.00,12529.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lz4,jena_climate_2009_2016,"max. wv (m/s)",420551,3364408,1454939,2.3124,5.0807,0.8643,662.20,3892.49,0.000000,0.00,0.00,0.00,870.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"max. wv (m/s)",420551,3364408,720092,4.6722,7.1180,3.0333,472.66,1109.15,0.000000,0.00,0.00,0.00,0.00,3076.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
striq-e0.01,jena_climate_2009_2016,"wd (deg)",420551,3364408,2139074,1.5728,6.7713,0.0680,496.86,49476.59,0.010000,0.30,335.40,0.00,0.00,0.00,0.20,0.20,0.40,0.10,9.30,768.20,4.50,8.10
lz4,jena_climate_2009_2016,"wd (deg)",420551,3364408,1695514,1.9843,5.2203,0.8743,644.48,3847.97,0.000000,0.00,0.00,0.00,883.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
zstd-3,jena_climate_2009_2016,"wd (deg)",420551,3364408,1085776,3.0986,36.3863,3.3110,92.46,1016.13,0.000000,0.00,0.00,0.00,0.00,3121.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
